properties{
  x = 0,
  y = 0,
  width = 544,
  height = 624,
  min_layer = 0,
  max_layer = 2,
  tileset = "01 - normal/main",
}

tile{
  layer = 0,
  x = 288,
  y = 608,
  width = 240,
  height = 16,
  pattern = "196_7",
}

tile{
  layer = 0,
  x = 288,
  y = 224,
  width = 240,
  height = 176,
  pattern = "210",
}

tile{
  layer = 0,
  x = 288,
  y = 16,
  width = 240,
  height = 176,
  pattern = "210",
}

tile{
  layer = 0,
  x = 16,
  y = 16,
  width = 240,
  height = 176,
  pattern = "210",
}

tile{
  layer = 0,
  x = 256,
  y = 96,
  width = 32,
  height = 16,
  pattern = "210",
}

tile{
  layer = 0,
  x = 400,
  y = 192,
  width = 16,
  height = 32,
  pattern = "210",
}

tile{
  layer = 0,
  x = 400,
  y = 400,
  width = 16,
  height = 32,
  pattern = "210",
}

tile{
  layer = 0,
  x = 16,
  y = 0,
  width = 240,
  height = 16,
  pattern = "196_6",
}

tile{
  layer = 0,
  x = 288,
  y = 0,
  width = 240,
  height = 16,
  pattern = "196_6",
}

tile{
  layer = 0,
  x = 0,
  y = 16,
  width = 16,
  height = 176,
  pattern = "196_4",
}

tile{
  layer = 0,
  x = 256,
  y = 16,
  width = 16,
  height = 64,
  pattern = "196_5",
}

tile{
  layer = 0,
  x = 272,
  y = 16,
  width = 16,
  height = 64,
  pattern = "196_4",
}

tile{
  layer = 0,
  x = 528,
  y = 16,
  width = 16,
  height = 176,
  pattern = "196_5",
}

tile{
  layer = 0,
  x = 256,
  y = 128,
  width = 16,
  height = 64,
  pattern = "196_5",
}

tile{
  layer = 0,
  x = 272,
  y = 128,
  width = 16,
  height = 64,
  pattern = "196_4",
}

tile{
  layer = 0,
  x = 16,
  y = 192,
  width = 240,
  height = 16,
  pattern = "196_7",
}

tile{
  layer = 0,
  x = 288,
  y = 192,
  width = 96,
  height = 16,
  pattern = "196_7",
}

tile{
  layer = 0,
  x = 432,
  y = 192,
  width = 96,
  height = 16,
  pattern = "196_7",
}

tile{
  layer = 0,
  x = 288,
  y = 208,
  width = 96,
  height = 16,
  pattern = "196_6",
}

tile{
  layer = 0,
  x = 432,
  y = 208,
  width = 96,
  height = 16,
  pattern = "196_6",
}

tile{
  layer = 0,
  x = 272,
  y = 224,
  width = 16,
  height = 176,
  pattern = "196_4",
}

tile{
  layer = 0,
  x = 528,
  y = 224,
  width = 16,
  height = 176,
  pattern = "196_5",
}

tile{
  layer = 0,
  x = 288,
  y = 400,
  width = 96,
  height = 16,
  pattern = "196_7",
}

tile{
  layer = 0,
  x = 432,
  y = 400,
  width = 96,
  height = 16,
  pattern = "196_7",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 16,
  height = 16,
  pattern = "196_8",
}

tile{
  layer = 0,
  x = 256,
  y = 0,
  width = 16,
  height = 16,
  pattern = "196_9",
}

tile{
  layer = 0,
  x = 272,
  y = 0,
  width = 16,
  height = 16,
  pattern = "196_8",
}

tile{
  layer = 0,
  x = 528,
  y = 0,
  width = 16,
  height = 16,
  pattern = "196_9",
}

tile{
  layer = 0,
  x = 256,
  y = 80,
  width = 16,
  height = 16,
  pattern = "196_12",
}

tile{
  layer = 0,
  x = 272,
  y = 80,
  width = 16,
  height = 16,
  pattern = "196_13",
}

tile{
  layer = 0,
  x = 256,
  y = 112,
  width = 16,
  height = 16,
  pattern = "196_14",
}

tile{
  layer = 0,
  x = 272,
  y = 112,
  width = 16,
  height = 16,
  pattern = "196_15",
}

tile{
  layer = 0,
  x = 0,
  y = 192,
  width = 16,
  height = 16,
  pattern = "196_10",
}

tile{
  layer = 0,
  x = 256,
  y = 192,
  width = 16,
  height = 16,
  pattern = "196_11",
}

tile{
  layer = 0,
  x = 272,
  y = 192,
  width = 16,
  height = 16,
  pattern = "196_10",
}

tile{
  layer = 0,
  x = 384,
  y = 192,
  width = 16,
  height = 16,
  pattern = "196_15",
}

tile{
  layer = 0,
  x = 416,
  y = 192,
  width = 16,
  height = 16,
  pattern = "196_14",
}

tile{
  layer = 0,
  x = 528,
  y = 192,
  width = 16,
  height = 16,
  pattern = "196_11",
}

tile{
  layer = 0,
  x = 272,
  y = 208,
  width = 16,
  height = 16,
  pattern = "196_8",
}

tile{
  layer = 0,
  x = 384,
  y = 208,
  width = 16,
  height = 16,
  pattern = "196_13",
}

tile{
  layer = 0,
  x = 416,
  y = 208,
  width = 16,
  height = 16,
  pattern = "196_12",
}

tile{
  layer = 0,
  x = 528,
  y = 208,
  width = 16,
  height = 16,
  pattern = "196_9",
}

tile{
  layer = 0,
  x = 272,
  y = 400,
  width = 16,
  height = 16,
  pattern = "196_10",
}

tile{
  layer = 0,
  x = 384,
  y = 400,
  width = 16,
  height = 16,
  pattern = "196_15",
}

tile{
  layer = 0,
  x = 416,
  y = 400,
  width = 16,
  height = 16,
  pattern = "196_14",
}

tile{
  layer = 0,
  x = 528,
  y = 400,
  width = 16,
  height = 16,
  pattern = "196_11",
}

tile{
  layer = 0,
  x = 272,
  y = 416,
  width = 16,
  height = 16,
  pattern = "196_8",
}

tile{
  layer = 0,
  x = 384,
  y = 416,
  width = 16,
  height = 16,
  pattern = "196_13",
}

tile{
  layer = 0,
  x = 416,
  y = 416,
  width = 16,
  height = 16,
  pattern = "196_12",
}

tile{
  layer = 0,
  x = 272,
  y = 608,
  width = 16,
  height = 16,
  pattern = "196_10",
}

tile{
  layer = 0,
  x = 528,
  y = 608,
  width = 16,
  height = 16,
  pattern = "196_11",
}

tile{
  layer = 0,
  x = 344,
  y = 512,
  width = 128,
  height = 96,
  pattern = "210",
}

tile{
  layer = 0,
  x = 288,
  y = 432,
  width = 240,
  height = 176,
  pattern = "1",
}

tile{
  layer = 0,
  x = 384,
  y = 560,
  width = 16,
  height = 16,
  pattern = "17",
}

tile{
  layer = 0,
  x = 344,
  y = 512,
  width = 16,
  height = 16,
  pattern = "17_3",
}

tile{
  layer = 0,
  x = 360,
  y = 512,
  width = 16,
  height = 16,
  pattern = "237_3",
}

tile{
  layer = 0,
  x = 440,
  y = 512,
  width = 32,
  height = 16,
  pattern = "237_3",
}

tile{
  layer = 0,
  x = 440,
