properties{
  x = 0,
  y = 0,
  width = 640,
  height = 384,
  min_layer = 0,
  max_layer = 2,
  tileset = "normal/main",
}

tile{
  layer = 0,
  x = 160,
  y = 128,
  width = 176,
  height = 144,
  pattern = "210",
}

tile{
  layer = 0,
  x = 272,
  y = 208,
  width = 48,
  height = 48,
  pattern = "241",
}

tile{
  layer = 0,
  x = 16,
  y = 272,
  width = 608,
  height = 96,
  pattern = "210",
}

tile{
  layer = 0,
  x = 16,
  y = 256,
  width = 192,
  height = 16,
  pattern = "196_6",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 0,
  y = 272,
  width = 16,
  height = 96,
  pattern = "196_4",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 624,
  y = 272,
  width = 16,
  height = 96,
  pattern = "196_5",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 16,
  y = 368,
  width = 608,
  height = 16,
  pattern = "196_7",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 0,
  y = 256,
  width = 16,
  height = 16,
  pattern = "196_8",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 624,
  y = 256,
  width = 16,
  height = 16,
  pattern = "196_9",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 0,
  y = 368,
  width = 16,
  height = 16,
  pattern = "196_10",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 624,
  y = 368,
  width = 16,
  height = 16,
  pattern = "196_11",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 24,
  y = 368,
  width = 16,
  height = 16,
  pattern = "196",
}

tile{
  layer = 0,
  x = 56,
  y = 368,
  width = 16,
  height = 16,
  pattern = "196_2",
}

tile{
  layer = 0,
  x = 40,
  y = 368,
  width = 16,
  height = 16,
  pattern = "196_3",
}

tile{
  layer = 0,
  x = 496,
  y = 368,
  width = 16,
  height = 16,
  pattern = "196",
}

tile{
  layer = 0,
  x = 528,
  y = 368,
  width = 16,
  height = 16,
  pattern = "196_2",
}

tile{
  layer = 0,
  x = 512,
  y = 368,
  width = 16,
  height = 16,
  pattern = "196_3",
}

tile{
  layer = 0,
  x = 272,
  y = 256,
  width = 352,
  height = 16,
  pattern = "196_6",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 224,
  y = 128,
  width = 80,
  height = 16,
  pattern = "196_6",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 208,
  y = 256,
  width = 16,
  height = 16,
  pattern = "196_13",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 256,
  y = 256,
  width = 16,
  height = 16,
  pattern = "196_12",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 208,
  y = 144,
  width = 16,
  height = 112,
  pattern = "196_4",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 256,
  y = 176,
  width = 16,
  height = 80,
  pattern = "196_5",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 208,
  y = 128,
  width = 16,
  height = 16,
  pattern = "196_8",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 256,
  y = 160,
  width = 16,
  height = 16,
  pattern = "196_14",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 272,
  y = 160,
  width = 16,
  height = 16,
  pattern = "196_15",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 272,
  y = 176,
  width = 16,
  height = 32,
  pattern = "196_4",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 288,
  y = 200,
  width = 32,
  height = 16,
  pattern = "196_7",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 272,
  y = 200,
  width = 16,
  height = 16,
  pattern = "196_10",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 304,
  y = 128,
  width = 16,
  height = 16,
  pattern = "196_9",
}

tile{
  layer = 0,
  x = 304,
  y = 144,
  width = 16,
  height = 32,
  pattern = "196_5",
}

tile{
  layer = 0,
  x = 304,
  y = 168,
  width = 16,
  height = 16,
  pattern = "196_12",
}

tile{
  layer = 0,
  x = 160,
  y = 128,
  width = 48,
  height = 128,
  pattern = "241",
}

tile{
  layer = 0,
  x = 336,
  y = 144,
  width = 128,
  height = 96,
  pattern = "210",
}

tile{
  layer = 0,
  x = 336,
  y = 16,
  width = 128,
  height = 96,
  pattern = "210",
}

tile{
  layer = 0,
  x = 392,
  y = 112,
  width = 16,
  height = 32,
  pattern = "210",
}

tile{
  layer = 0,
  x = 336,
  y = 0,
  width = 128,
  height = 16,
  pattern = "196_6",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 320,
  y = 16,
  width = 16,
  height = 96,
  pattern = "196_4",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 464,
  y = 16,
  width = 16,
  height = 96,
  pattern = "196_5",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 336,
  y = 112,
  width = 48,
  height = 16,
  pattern = "196_7",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 416,
  y = 112,
  width = 48,
  height = 16,
  pattern = "196_7",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 336,
  y = 128,
  width = 48,
  height = 16,
  pattern = "196_6",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 416,
  y = 128,
  width = 48,
  height = 16,
  pattern = "196_6",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 320,
  y = 208,
  width = 16,
  height = 32,
  pattern = "196_4",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 464,
  y = 144,
  width = 16,
  height = 96,
  pattern = "196_5",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 336,
  y = 240,
  width = 128,
  height = 16,
  pattern = "196_7",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 320,
  y = 0,
  width = 16,
  height = 16,
  pattern = "196_8",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 464,
  y = 0,
  width = 16,
  height = 16,
  pattern = "196_9",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 320,
  y = 112,
  width = 16,
  height = 16,
  pattern = "196_10",
  tileset = "normal_world",
}

tile{
  layer = 0,
  x = 376,
  y = 112,
  width = 16,
  height = 16,
  pattern = "196_15",
