properties{
  x = 0,
  y = 0,
  width = 960,
  height = 704,
  min_layer = 0,
  max_layer = 2,
  tileset = "03 - dungeon/tileset_custom",
}

tile{
  layer = 0,
  x = 256,
  y = 16,
  width = 208,
  height = 144,
  pattern = "1",
}

tile{
  layer = 0,
  x = 16,
  y = 544,
  width = 208,
  height = 144,
  pattern = "1",
}

tile{
  layer = 0,
  x = 496,
  y = 192,
  width = 208,
  height = 144,
  pattern = "1",
}

tile{
  layer = 0,
  x = 504,
  y = 296,
  width = 32,
  height = 16,
  pattern = "270",
  tileset = "01 - normal/main",
}

tile{
  layer = 0,
  x = 536,
  y = 296,
  width = 32,
  height = 16,
  pattern = "270",
  tileset = "01 - normal/main",
}

tile{
  layer = 0,
  x = 520,
  y = 304,
  width = 32,
  height = 16,
  pattern = "270",
  tileset = "01 - normal/main",
}

tile{
  layer = 0,
  x = 632,
  y = 296,
  width = 32,
  height = 16,
  pattern = "270",
  tileset = "01 - normal/main",
}

tile{
  layer = 0,
  x = 664,
  y = 296,
  width = 32,
  height = 16,
  pattern = "270",
  tileset = "01 - normal/main",
}

tile{
  layer = 0,
  x = 648,
  y = 304,
  width = 32,
  height = 16,
  pattern = "270",
  tileset = "01 - normal/main",
}

tile{
  layer = 0,
  x = 152,
  y = 568,
  width = 32,
  height = 16,
  pattern = "270",
  tileset = "01 - normal/main",
}

tile{
  layer = 0,
  x = 184,
  y = 568,
  width = 32,
  height = 16,
  pattern = "270",
  tileset = "01 - normal/main",
}

tile{
  layer = 0,
  x = 168,
  y = 576,
  width = 32,
  height = 16,
  pattern = "270",
  tileset = "01 - normal/main",
}

tile{
  layer = 0,
  x = 144,
  y = 656,
  width = 32,
  height = 16,
  pattern = "270",
  tileset = "01 - normal/main",
}

tile{
  layer = 0,
  x = 176,
  y = 656,
  width = 32,
  height = 16,
  pattern = "270",
  tileset = "01 - normal/main",
}

tile{
  layer = 0,
  x = 160,
  y = 664,
  width = 32,
  height = 16,
  pattern = "270",
  tileset = "01 - normal/main",
}

tile{
  layer = 0,
  x = 16,
  y = 16,
  width = 208,
  height = 144,
  pattern = "1",
}

tile{
  layer = 0,
  x = 264,
  y = 136,
  width = 192,
  height = 16,
  pattern = "270",
  tileset = "01 - normal/main",
}

tile{
  layer = 0,
  x = 280,
  y = 144,
  width = 160,
  height = 16,
  pattern = "270",
  tileset = "01 - normal/main",
}

tile{
  layer = 0,
  x = 152,
  y = 40,
  width = 64,
  height = 16,
  pattern = "270",
  tileset = "01 - normal/main",
}

tile{
  layer = 0,
  x = 168,
  y = 48,
  width = 32,
  height = 16,
  pattern = "270",
  tileset = "01 - normal/main",
}

tile{
  layer = 0,
  x = 32,
  y = 136,
  width = 64,
  height = 16,
  pattern = "270",
  tileset = "01 - normal/main",
}

tile{
  layer = 0,
  x = 48,
  y = 144,
  width = 32,
  height = 16,
  pattern = "270",
  tileset = "01 - normal/main",
}

tile{
  layer = 1,
  x = 256,
  y = 16,
  width = 208,
  height = 144,
  pattern = "42",
}

tile{
  layer = 1,
  x = 280,
  y = 112,
  width = 160,
  height = 16,
  pattern = "271",
  tileset = "01 - normal/main",
}

tile{
  layer = 1,
  x = 736,
  y = 192,
  width = 208,
  height = 144,
  pattern = "1",
}

tile{
  layer = 1,
  x = 752,
  y = 192,
  width = 48,
  height = 16,
  pattern = "27",
}

tile{
  layer = 1,
  x = 880,
  y = 192,
  width = 48,
  height = 16,
  pattern = "27",
}

tile{
  layer = 1,
  x = 880,
  y = 256,
  width = 48,
  height = 16,
  pattern = "27",
}

tile{
  layer = 1,
  x = 752,
  y = 256,
  width = 48,
  height = 16,
  pattern = "27",
}

tile{
  layer = 1,
  x = 256,
  y = 192,
  width = 208,
  height = 144,
  pattern = "1",
  tileset = "01 - normal/main",
}

tile{
  layer = 1,
  x = 440,
  y = 208,
  width = 8,
  height = 8,
  pattern = "43_2",
}

tile{
  layer = 1,
  x = 440,
  y = 216,
  width = 8,
  height = 96,
  pattern = "53_2",
}

tile{
  layer = 1,
  x = 272,
  y = 216,
  width = 8,
  height = 96,
  pattern = "53",
}

tile{
  layer = 1,
  x = 440,
  y = 312,
  width = 8,
  height = 8,
  pattern = "43_3",
}

tile{
  layer = 1,
  x = 272,
  y = 208,
  width = 8,
  height = 8,
  pattern = "43",
}

tile{
  layer = 1,
  x = 280,
  y = 312,
  width = 160,
  height = 8,
  pattern = "44_2",
}

tile{
  layer = 1,
  x = 280,
  y = 208,
  width = 160,
  height = 8,
  pattern = "44",
}

tile{
  layer = 1,
  x = 272,
  y = 312,
  width = 8,
  height = 8,
  pattern = "43_4",
}

tile{
  layer = 1,
  x = 256,
  y = 368,
  width = 208,
  height = 144,
  pattern = "1",
}

tile{
  layer = 1,
  x = 320,
  y = 368,
  width = 80,
  height = 32,
  pattern = "1",
  tileset = "01 - normal/main",
}

tile{
  layer = 1,
  x = 16,
  y = 16,
  width = 208,
  height = 144,
  pattern = "42",
}

tile{
  layer = 1,
  x = 16,
  y = 368,
  width = 208,
  height = 144,
  pattern = "1",
}

tile{
  layer = 1,
  x = 96,
  y = 400,
  width = 16,
  height = 16,
  pattern = "4",
}

tile{
  layer = 1,
  x = 48,
  y = 416,
  width = 16,
  height = 16,
  pattern = "4",
}

tile{
  layer = 1,
  x = 64,
  y = 464,
  width = 16,
  height = 16,
  pattern = "4",
}

tile{
  layer = 1,
  x = 128,
  y = 448,
  width = 16,
  height = 16,
  pattern = "4",
}

tile{
  layer = 1,
  x = 176,
  y = 480,
  width = 16,
  height = 16,
  pattern = "4",
}

tile{
  layer = 1,
  x = 176,
  y = 400,
  width = 16,
  height = 16,
  pattern = "4",
}

tile{
  layer = 1,
  x = 16,
  y = 544,
  width = 208,
  height = 152,
  pattern = "42",
}

tile{
  layer = 1,
  x = 496,
  y = 192,
  width = 88,
  height = 144,
  pattern = "42",
}

tile{
  layer = 1,
  x = 536,
  y = 280,
  width = 32,
  height = 16,
  pattern = "271",
  tileset = "01 - normal/main",
}

tile{
  layer = 1,
  x = 504,
  y = 280,
  width = 32,
  height = 16,
  pattern = "271",
  tileset = "01 - normal/main",
}

tile{
  layer = 1,
